building_id,total_price
X5gsdTWGS3W7JJQB,9914868.778465737
BTshNOJyKHnT2YIT,3774248.969677912
dhdymr0lV8N5kZOT,11758330.321120875
VEwyGGMcD56w5BOc,5620493.667983993
wmUeMoJZfsqaSX9b,1366875.6210071566
EtBjGAHmHCe9t7TZ,3614145.1889776834
hPNH34vmaZtvBtqc,12250802.653571181
wXjeI38bYDMJJwZC,5984496.138424081
fxZSGX6aPAFKU8W4,1685759.6850410702
ewr0Fx6ign87OwaV,4408095.412297637
gHKurnEP4AowzsLg,893910.1597654077
PmLfTgY2FElLrTl0,6507377.6248637205
eM2NppIOwzW0o8iy,10439285.354149915
dxxwNun97NH4WTrZ,4095190.599476415
jykBfhh3vdeFUi3H,4679710.774325404
NlXbvdFfmJZf3L18,24293571.277567863
D7jaFWHCzSqLBwdt,976354.499693242
L10dBBdqGmemweSl,7398250.742686852
OgB0AdiPKlElakKN,1360820.1248138244
StiWNN1GQrpPBOYt,2813741.652713068
a016eMAVQKnfwMnt,15765456.529007006
gsCFcQHnOH3AKMcZ,3535471.1696205894
IbNsDXfsPwSuFpow,6758965.4130341215
EgAVWOVxD1Jy5YkE,1199813.9447027468
BrKghvR76XdbQPnx,7133253.5723170005
a7fxkXTnUGWHUmKG,19387657.84393496
WgzXa170DfpzpURE,8484895.668405702
JPWqZbLq0VNC0yKI,9571013.07184653
JQgTtbVstqFZwEK1,460935.91803809087
bCSDbEthlS3nSIor,1970753.0524834224
Eg8c7ZRbL0gyAEAb,1730857.954369703
zsFOujpX1WUIkeMD,2549385.1467412757
jEvQfHD89c14eFJj,10515825.493803881
bU45TrRjtoRJpiOl,6983943.770479687
YLKpsew5dW75vksT,6692137.601795722
hZ1FFAGWfwM7Q5qr,2808875.677307665
uAE5aaysJhyG8lRW,13797812.410753326
qxNpqoav46ab8aX0,15068846.199150803
tw5gw9arRECzmh5o,10042394.789649641
yn4pyBYVb1GcpQ1T,4153298.839628202
bE4xwsO642wMGDiH,561595202.5165873
aahqDoaTCZYPUnYs,2835440.7035070374
YV43AlJLyiYsBy7N,11909492.102073194
XUoZvwp3G5Uqr6es,6157066.011178921
