building_id,total_price
X5gsdTWGS3W7JJQB,-402135.7463348156
BTshNOJyKHnT2YIT,-52622.70489973802
dhdymr0lV8N5kZOT,29110.52967290133
VEwyGGMcD56w5BOc,-62115.26872023012
wmUeMoJZfsqaSX9b,-38552.94780251454
EtBjGAHmHCe9t7TZ,9841.78096047999
hPNH34vmaZtvBtqc,-23867.48042755162
wXjeI38bYDMJJwZC,-279438.90252196474
fxZSGX6aPAFKU8W4,-3877.195162528087
ewr0Fx6ign87OwaV,-120082.67735572363
gHKurnEP4AowzsLg,-74630.7696065837
PmLfTgY2FElLrTl0,-108136.10298947277
eM2NppIOwzW0o8iy,-11228.9352692062
dxxwNun97NH4WTrZ,-117154.99780979192
jykBfhh3vdeFUi3H,7842.393490493458
NlXbvdFfmJZf3L18,-247189.38126867858
D7jaFWHCzSqLBwdt,-45295.0656944187
L10dBBdqGmemweSl,-51955.27871545976
OgB0AdiPKlElakKN,-47899.02045239685
StiWNN1GQrpPBOYt,-39057.61479457739
a016eMAVQKnfwMnt,-379028.01093280595
gsCFcQHnOH3AKMcZ,-134240.86445764598
IbNsDXfsPwSuFpow,-80087.70371621216
EgAVWOVxD1Jy5YkE,-54097.649881985315
BrKghvR76XdbQPnx,-53716.37266024378
a7fxkXTnUGWHUmKG,-63254.181015635615
WgzXa170DfpzpURE,-110774.30630459239
JPWqZbLq0VNC0yKI,-199691.21389116347
JQgTtbVstqFZwEK1,-69025.42852949521
bCSDbEthlS3nSIor,-118198.36299018523
Eg8c7ZRbL0gyAEAb,-35380.408457382066
zsFOujpX1WUIkeMD,-38081.79073135233
jEvQfHD89c14eFJj,-76680.97841825243
bU45TrRjtoRJpiOl,-66069.50405408599
YLKpsew5dW75vksT,2392.651375798416
hZ1FFAGWfwM7Q5qr,-117154.99780979192
uAE5aaysJhyG8lRW,-86805.58275566206
qxNpqoav46ab8aX0,86255.71322004523
tw5gw9arRECzmh5o,95542.99750968072
yn4pyBYVb1GcpQ1T,-6967.118956975062
bE4xwsO642wMGDiH,3738859.0232973527
aahqDoaTCZYPUnYs,-130843.39866599429
YV43AlJLyiYsBy7N,-399885.0395930411
XUoZvwp3G5Uqr6es,-85934.69928740423
xtfOOyS24DmebcrG,-345840.03982872836
kHySzvJu1pAOGGr8,-64496.93742087964
SJLj6Ars5P1fN8uS,-316791.86999953294
R9A8BJ65VWVztrwJ,47943.476557104994
CVz3pN9nF05lPP5u,-47380.99462866339
vvgK6NlGq4dXvuOQ,10160.611440848388
C1h2FivTfEeJpv15,-233879.8781235562
N2z4leXPR8YG1qOe,-77500.68634691762
sag3ekvoyZCZgkfV,-86277.63872269484
Uk5ex47eeWALNICk,-111363.38298078149
vAl9UtIB6CJkKDqG,-271976.2119472297
hnYkYGw5QAKE4mKe,-94532.14392476412
dGDaCQGvz1JFUpFs,-217454.22253375658
O5Hw3gWy8trecv9H,-228212.09967156537
tMEj7u0YNW1xuLxf,-69743.28411322
rcPOpyDivowJQm5A,-14371.506342262921
FB5zv79bd6nHV1It,-54715.90145281612
SjqLJfNVstz2Vt0Z,-94208.10072121055
uv27X0eFKdbSphM7,-113221.6819304596
yVbxVL3euuIqmo7V,-76227.39016067883
VvwRRzQcDprObjXd,-107866.9595314071
j1eSrtTGv0lNjzBU,-307463.7185783839
UboKsiWuyCQXXIsA,-41024.08654085311
R3LK3b1cYHJDoS7T,-44841.26423490914
ii5gSN8z6AOorjQs,43618.477636085605
iFtImxGUUlXbkD9b,69750.20948487746
W4cY4JyAXjYXY1tF,-3228.80977396053
HM9qAA76VLEkoqyU,-566407.2964169328
fX3cUCjz6wSjn6N5,-138577.86555268348
U7whXhR0NtRb2VTK,-26701.16668649906
VP1NDCBMrjip2Bnd,-252949.9785777715
SOZVhFbbbVloA5qP,-158022.51761943632
pJS9qvsg4qskb1P9,519889.4772551827
Rfg7BpDZLZd445AX,-57255.20443437276
olfnSSZRvyQuIxaI,-292570.73598389927
x61xqhi8kwd9xmmN,-104846.4491164631
ejGoSLE9isKffLmw,287432.81018458743
Vx7bSFwMnNMCx9oB,-102787.92920042081
S9TXbscnO5DoawSU,-47998.125399288205
WdVARdRcN8x7AK1d,-203174.0603051749
pStv2kkxELhBBK2G,-9910.950266357586
LPJuTqqcd2bQpaQk,113969.68583790268
CjKHQBAnor8AP2eB,-107577.28223527511
PIo9FQYkpDvE32Cw,-230755.4052356816
Q8dFQs5lhVAiEJTE,-17626.906131054526
GVWNfdARZFl4J5Wx,-7400.134288650349
