building_id,total_price
X5gsdTWGS3W7JJQB,11259791.060900146
BTshNOJyKHnT2YIT,3854512.3765899544
dhdymr0lV8N5kZOT,9525246.419137565
VEwyGGMcD56w5BOc,6266060.698068045
wmUeMoJZfsqaSX9b,813298.2755749448
EtBjGAHmHCe9t7TZ,2108964.0641694046
hPNH34vmaZtvBtqc,10229494.16286026
wXjeI38bYDMJJwZC,6537248.827813821
fxZSGX6aPAFKU8W4,1400515.4687852005
ewr0Fx6ign87OwaV,4747833.651464565
gHKurnEP4AowzsLg,882204.251044991
PmLfTgY2FElLrTl0,4966898.488038044
eM2NppIOwzW0o8iy,10304401.44954937
dxxwNun97NH4WTrZ,3316775.350181996
jykBfhh3vdeFUi3H,3682855.1336680753
NlXbvdFfmJZf3L18,21546426.963997703
D7jaFWHCzSqLBwdt,959379.9320313542
L10dBBdqGmemweSl,5151502.739946097
OgB0AdiPKlElakKN,1257065.7963976597
StiWNN1GQrpPBOYt,2539445.9785919003
a016eMAVQKnfwMnt,20002912.973774362
gsCFcQHnOH3AKMcZ,3269624.4372993717
IbNsDXfsPwSuFpow,5861794.280428868
EgAVWOVxD1Jy5YkE,1253873.2112984848
BrKghvR76XdbQPnx,7862385.587735033
a7fxkXTnUGWHUmKG,20148663.732030652
WgzXa170DfpzpURE,9031728.839463525
JPWqZbLq0VNC0yKI,11157290.05001271
JQgTtbVstqFZwEK1,549334.3468738776
bCSDbEthlS3nSIor,2204171.356784018
Eg8c7ZRbL0gyAEAb,1222975.4974444625
zsFOujpX1WUIkeMD,2135901.5762646855
jEvQfHD89c14eFJj,12120046.06631572
bU45TrRjtoRJpiOl,5992538.15455767
YLKpsew5dW75vksT,7431962.483270512
hZ1FFAGWfwM7Q5qr,2405565.1895616027
uAE5aaysJhyG8lRW,15732284.16501817
qxNpqoav46ab8aX0,10271632.036355887
tw5gw9arRECzmh5o,11370028.346489033
yn4pyBYVb1GcpQ1T,3339504.4786139308
bE4xwsO642wMGDiH,3617829082.7837844
aahqDoaTCZYPUnYs,2761072.3224798157
YV43AlJLyiYsBy7N,9877597.816263324
XUoZvwp3G5Uqr6es,5569608.165661153
xtfOOyS24DmebcrG,11888409.433307048
kHySzvJu1pAOGGr8,7572107.792374159
SJLj6Ars5P1fN8uS,20127300.459118064
R9A8BJ65VWVztrwJ,15623487.664747844
CVz3pN9nF05lPP5u,1594759.3557873976
vvgK6NlGq4dXvuOQ,3387991.0500459163
C1h2FivTfEeJpv15,34551605.18900194
N2z4leXPR8YG1qOe,1813075.4175557573
sag3ekvoyZCZgkfV,4967427.5323078465
Uk5ex47eeWALNICk,4934558.7679833425
vAl9UtIB6CJkKDqG,9779830.848997427
hnYkYGw5QAKE4mKe,579235.1483787951
dGDaCQGvz1JFUpFs,4068343.9806140624
O5Hw3gWy8trecv9H,24713406.501159877
tMEj7u0YNW1xuLxf,613526.2693401593
rcPOpyDivowJQm5A,2751574.3619249263
FB5zv79bd6nHV1It,1801409.6893998175
SjqLJfNVstz2Vt0Z,6796425.507358656
uv27X0eFKdbSphM7,14491620.363287522
yVbxVL3euuIqmo7V,5569564.335802978
VvwRRzQcDprObjXd,17642665.317659464
j1eSrtTGv0lNjzBU,27247165.002952695
UboKsiWuyCQXXIsA,2804834.207380878
R3LK3b1cYHJDoS7T,1240378.0560616276
ii5gSN8z6AOorjQs,5405793.907313968
iFtImxGUUlXbkD9b,8909272.9895519
W4cY4JyAXjYXY1tF,18832886.148397945
HM9qAA76VLEkoqyU,13891265.282806689
fX3cUCjz6wSjn6N5,1486486.9771205192
U7whXhR0NtRb2VTK,4913259.45835427
VP1NDCBMrjip2Bnd,8683969.018713916
SOZVhFbbbVloA5qP,731184.150231024
pJS9qvsg4qskb1P9,31610312.387971193
Rfg7BpDZLZd445AX,1605061.0367925316
olfnSSZRvyQuIxaI,39619160.862568304
x61xqhi8kwd9xmmN,3677022.2620299533
ejGoSLE9isKffLmw,10876065.979587145
Vx7bSFwMnNMCx9oB,3847131.3097922564
S9TXbscnO5DoawSU,2028350.016568807
WdVARdRcN8x7AK1d,5910575.275784736
pStv2kkxELhBBK2G,14596688.461279646
LPJuTqqcd2bQpaQk,13494776.740706393
CjKHQBAnor8AP2eB,4585316.204660649
PIo9FQYkpDvE32Cw,10964903.700037636
Q8dFQs5lhVAiEJTE,9810959.392568829
GVWNfdARZFl4J5Wx,2574859.260696167
yfvg6l0mtujabRT0,18171806.52490612
PVAuCtLbP23qr2zL,3816847.3648876674
iwJrgniIhfPTCTmt,3445172.2491854206
tvGpSGlGKclWmFYm,6150706.0303219715
Ak8AvJmjEw3jSzPD,4831946.687135908
z2CovcitJJmVZFvU,20459387.213640675
XCs3JK6zTfApKRQq,10789011.308565585
ycrEEXCVOZ2VFtDj,3401074.1912417607
MheS1bq7OcDGJ05M,664602.8303281289
pAlE5srDfK8zDu8o,27090778.11846419
ObAaFE67g31BlRpo,4241784.379633203
uX03fWvPUQI1k24X,21955999.28296724
qYtmXmJZcCxsYR16,3471169.715670377
xOpEoO94sMg0pmgK,2896529.881902657
WOqQh2t52P3sHypx,3763141.0373647916
zSOQn8ONXwfK1YMz,1850581.7007592556
wErmbQpjJ0KXYt3g,941801.1804738154
PZkZQcO1joCaJu4m,4336845.390463167
qQsKdbjFMUCiKncB,27872470.307228267
VGsTcb8wMZWT5UjC,3189539.7503218516
kzk36KgPb6OHgRGQ,35238156.26054533
wv16qReSoCwACjGq,59739398.55379238
CqnauNV66YHe1gks,4283401.963315013
oEXDouE9eVB5K8T0,3806577.7218796597
lQtwWVt7IM3E2gLv,15247631.704666104
C1tDWNNe6GWNzjxF,33619616.58813093
hPQk6g6q96fEA6qf,3393699.998506367
z8DrddTDmE9edR3g,2533313.8622955317
HUJHDhbsEKjDU375,1608468.1553167936
HCvpwrAaIz1gj9vB,6718220.909091313
uxdQDOZMTkgMXF87,14890476.426751116
E0gBmfDjtixwUA0k,11072225.471220108
IkZq7qHsY3vSSwcR,1838780.327617655
WR60rAEhGqmpGGPQ,6275579.08192222
QNiCWRVsm0DOcqkc,4334790.403855215
qFavghdEze2w15he,7042837.686708136
sZl3Xo0wUvZqHF95,5608384.563511533
u1ABCsLuOqw7xeSg,11760917.267994154
JrPbCAZvRUc1oIqh,4222885.119465263
