building_id,total_price
K8RjENZiEML2JVmX,1187867.375
YVpqky5wsBNINAxd,1422287.75
e1y1apYw4et9AmPs,676665.5625
qy3ZrwfUrU2FOvvH,1139495.5
EqNZT67tmO3KPrqn,7748623.0
qxi0vsnwhvQWO2m9,4215093.5
m2rF7SRY2H3DX6ed,25750550.0
Hy1RZCPQDTJPNO8w,15512399.0
lLmIROzzqPZli5Hd,5301618.5
P7PaW9useOjBaCXU,1342171.25
E9xGOfI7WoYwZXrV,6687868.0
Nj30PIrQF31tfSh7,15126722.0
Vk9m6SvVE3ckzBJK,2202805.75
nJZ3P5lxBXOo62Kb,16076291.0
qtgHuExmcM93hLGY,4007352.75
q3EypTeUySewiA7B,5778492.0
LGw0o6rA9CT8i6LQ,9885079.0
IPPgrnOjHlUI0AVK,1092086.25
IXQIVe4zX5z7guwN,5568297.5
fVWRGsUdxV3rW02P,2785181.5
StiWNN1GQrpPBOYt,2553397.75
u0DoO700uZTtGIbr,3477776.0
RK9q75wiyzYI3mBb,2106226.25
qKLPWOYl6uGt7CNA,2407231.25
dZmN34B18XSzy7JB,5586935.5
E1ByiCqeg5cOja0u,3187598.0
pwaVXiZfmzp3d61z,999905.25
arHtsvAhv2JzT9DS,6492904.0
hjeFd0wyRvMeL2oI,3074401.25
ZJeDJ20CqeKBXQmz,3263365.0
sdDWcGzYEDUaTSBm,7808983.0
OwiNGHqRSSmmLiub,7982282.5
yHeXhuKNTvXneFAF,20319946.0
ipwl6WZGjlb3avC7,15350366.0
IuqvjqVrqhABDFNo,2881821.0
vz9DIykgPrDqR2eu,24625306.0
WsO4dkcMzAvBRQQ5,22433530.0
FydRF3soTPDhBebY,1417743.375
dNRUL1swKpPPIpac,10254054.0
cvvOlEvgHZwmFws7,540641.6875
LcGKGoMcxO1pDXHF,7851250.5
hsmVjLHstGXPLLJY,2186324.5
ucRuJKvF3LcCMJID,37949752.0
mIdWIKSqjvYydoSV,21669530.0
CtAkryfmf3fjlRvF,5254504.0
EY9JgaZKj2FJmWtZ,6155635.5
Qc4NMTpWwF60KOQB,5394371.0
TqPSts37hrVrHTjj,2972421.25
LQ7QVY68U7RQnOVl,5625541.5
nEgnppibDdwu45qi,2116869.0
rVbTpEYTq8OCsJ08,5371994.0
VOkRU8OaDrNZAzJb,495933.78125
DLw3KGYkb6Doet2W,1802472.75
pvEwa2CtosCQKsKU,8798067.0
zi6oEo4Zw8u6ACP8,3841658.5
T9BlsixPkkms40wU,11269312.0
RmN9ryqCJVqvq0r1,35965.19921875
YWjv0ZV8eA0mZRF2,23916986.0
nYbFfBjcR7HiMqT7,13911415.0
VvIIi0P3mRwt3njv,2352374.75
oSjmkOz9mCXBcom0,2326721.75
rMVMNDdxHLjw4g6q,2236818.0
HdGBIH0N3w8s9lRN,9205071.0
Xg3h7Oe5koFimJrP,1214211.875
eyyPkumRNMOgbY5Q,8414964.0
vNzVMRVFN55y9OQS,2249633.0
L1d5FjlJOW8vAjfy,2136014.0
pw5H4Xzr6u1E3DpJ,3636479.5
akQAVfjLt0O5NXWt,11524979.0
cN8CYGuczgDQeYhv,3891724.75
zVarRHvw97bFBIch,1894206.0
ewr0Fx6ign87OwaV,4097655.25
y52wUaVg1bwudwSS,7895338.5
K4X8S8ybmug0SjmT,768116.9375
CiFaMC80giuFRvSA,26810744.0
PuerNfhKBHoKrZbS,1305408.0
CdmksYS40fWxYOuw,3467086.0
VaEiiMfjB19MMjJa,4035379.0
eVVKvxozTrdNwSD4,33717108.0
xJWewiuEKCJHmQUn,5770459.0
cwqrXz1n1SzimVUL,14377587.0
HUDIonXRLjoGkSE4,8050355.5
uxmrLRAkXvAM2qNk,3329943.5
owu9m4gU1XtMWC2U,3884262.25
U4NB4Ggo0vamknCM,413310.40625
UuquUSKJAIAkijL1,8824522.0
abs5BF6mfdKteABx,3612494.0
S7iOG7f8ARAdjMT0,49898896.0
oKvoz4sWq0JocTWn,6268877.5
MIzywuSZnFuwHOvi,15080294.0
lvUc5H43B2dUUYvA,5524629.5
eZVHxgHhUgSZMJWd,7795525.0
bUswoa758uRSSELc,19265324.0
Md0VySe7e7Y5ialB,8589087.0
vVuv6uFoh2c3fWWc,3289706.75
O0Va3bnYpdy4d1LB,6558343.0
iwZqHrcZtv1W2fnh,3036825.75
xen7zntzvmYFfHsE,6462191.0
YT43sg4FFnMaeViI,7407883.5
LTOil0hsJZkKhL8c,6295157.5
K4n4hU4bgbwEA0w6,3254440.5
dPJy6vxt7qZqTr0T,1099177.625
M3RJlFl4FmZge2jb,9009021.0
N1lRnfqaWoE3aYYM,1349669.25
A96yMeDLrNy5jUZ2,18912670.0
cCHh0SwCmNBMnPde,2147410.5
Ng0Wz4J3hIEpQs9r,4640485.5
Xd3zsacNS4qu0yvf,29040956.0
GrSyaKY1QTPonFIf,2344475.75
TswUbtsMcbO2sZVD,8446949.0
PBG6hOt5APgz8rp8,31433494.0
bdUx5oGba2eqYxgt,3562307.0
FTmjIf1VcKGDG0CY,3942292.5
lDi5pWvMShNLA0hu,3043090.25
plT5LlVSUwMo6lHz,7806608.0
ncHmEnCtmy6oXl55,5587125.5
oBVMB8lJfLe3Tn8P,3445715.5
VNg7vQsISlPY3WZ5,3304305.25
IXQ9ZY7yjLPReOG3,2219965.0
HjdiYmmWhJikBfnr,11904050.0
BZAvtPYQMSiyXb9H,16023869.0
Y5Wy387glkKW3k6c,7223747.0
r3tZr3Iws7OaJjD9,5200241.0
tqmIn5JGM2aD3yhG,33922592.0
GEwXqTQq3VtRDndY,6524509.5
ID17fqWz5SJjbEu4,13090905.0
Wh9evCADcHDYbgzS,1600839.75
Fg02ujJrQO0ww0fV,588774.0
W3P5tLNxEzWZVdXl,1176194.75
tKEgaj3SpF7MX1Lx,1952728.375
EYI5NTl6mxcJBfMf,2249595.75
rG3Kscn9lJFSVnYg,22886840.0
D8LcxdwEOqZggrqe,4311115.5
sxhOtUWwAo14TD5T,2367267.25
EjeLtCOurf7JATgc,29647480.0
JlPrmtuvJ9hKq5of,3964628.0
Ra7OpY6OghIxthAB,2448649.75
ivQYiv5tW5qrLDD1,6110076.5
PKrsn3Wk8AluvBrW,3779015.5
C4GpLnh5z2l2eHeU,18546558.0
NlfXUGlPjYCdMES8,25803374.0
AXaIwPnhLOBqs8R2,4507895.5
zaoTzVd8D9VSkoee,26430156.0
R4OHrwdzfiKNKOSR,15717667.0
KkPPRYTnjx8u9ZZa,1861938.5
qLYJTRD88M1Yr8a8,3379064.0
x7GfsFhYxWkNwf63,1958821.5
GYxEMaOquBKbcZ8V,8144300.5
tOcazZlUHiNNkCHH,544765.5
wLd6U8MsbdJ0f0YD,8816856.0
V9xUzkmz7Y0KLH7R,4718208.5
pyNEMXbJwS8aR5Ce,12824088.0
IDNXaBkYX1oRVLMe,4988373.0
pmNM30W6Z6Ikti93,2773106.75
vajQEa1sJqaHSqYL,2987294.0
fYigzaeOaEPtLGru,4642712.0
XprKdaYOCzDiNcjb,4738857.5
U2Fldkihkkm2HAn0,6880546.0
ElXF0CIza3RfULes,17747272.0
USgwJqTpFwr2gDQo,6325626.0
seMtc4kaukYxuCqM,2737191.5
fNjEBSVsKFkmHHuI,10607029.0
tFmtBx3DPtXneHKu,6705285.5
VEwyGGMcD56w5BOc,6262050.0
DhdpmJfa2dhGqbrx,13257026.0
b94tflrWzQwf0i2Z,9728629.0
gsCFcQHnOH3AKMcZ,3963985.75
ZCG3JsSAYAiJInI8,2429532.75
Ir85WHRhUzITVuAR,4205315.5
mUGPI5ylNyVBlNQS,38658020.0
w455FSOp068VvCNR,2628457.75
XbHBJaZtDtvCEnQk,10298382.0
PstBcWYV5mRdiX6j,10422778.0
YbZmLgZpuV4NWFjn,6552385.0
F3TLXAfIFFPYCNk2,3191974.25
tvW26r3R6cEB25O0,10513829.0
fTGxCPp7OoQ21m11,7932039.0
NIPRfZwsyG4ClC4i,2442523.25
CJ9PsE1JThtKEl6f,3667062.0
yQ8TH1vSKVxIC99R,1561978.5
l8IEUv4dWJLeBF4S,6205217.0
MLzQG4FClzpEDetb,25998430.0
ijKKudQHMZSJUBMs,46464412.0
ewvQBRtmwuK5KR4f,6427264.5
yYoLq9MjAzIb262N,6813163.5
y6SHY5sBPeFd5M1h,17151940.0
TLxkj3cgYhLeZ4WU,21056868.0
bnNyVEsnyo6lgr2m,13311223.0
Qn3sUGai8rfSNW8f,8817441.0
drxAdDkG0z4U1jDQ,734961984.0
g3JGmrBzsWiIDEjM,3762164.5
coQoy3SsgvKWaEbN,33111570.0
zaVCezZyMJj4GTAP,25944740.0
wNXw84kEkSoD0uhB,1493807.375
o1FPOSMGUmBBufWV,12241549.0
DxSoCv8p9O0bcG89,1142881.875
gGCq7epDSmHQ82Ck,5673694.0
UWnuX4lwcsRNuaHf,2676419.75
DVsWMLBCSssINH76,6637546.5
rA8x5r52NfraBwit,1643220.125
fHQDwK1QVsqZGx1k,3681460.5
bK7DTrj4MYMuCcuE,8852148.0
XWYHKvh6VRgnFxk5,2008159.0
ffhK7mJBTHhmbdfZ,4871559.0
TVIQBwaf6lWZXcvn,3034087.0
B1BXpglQttVolQuW,10964042.0
vME2QyDQCAB943xl,17127688.0
V4lTPVYxKXOz5U3M,944975.1875
M3gt4x8AELmzgRCt,9298776.0
J62FsW7Yfnsy0VIZ,4042373.75
LyFPLeEoHKwldOqe,2205824.25
OqLnGFjpkobraVmq,4508813.5
MayXnFPSauPBbWpZ,5641146.0
iNTJqVEFcgPL7aHu,2954326.25
cFUOCGvUAkrLw7y4,4186949.75
sJFZLUHG8L5L0jir,3017421.25
gssWvYigz2OswW0K,1853072.875
WdTy42B2fdzqkLTm,2753709.75
XnRk3lrWhWEoui7Y,14703901.0
YBDD94i8AhJFvNTX,1282475.75
vIc9jiUSYaxUXJr1,5694916.5
npnngtmxfN1xhTl7,11489739.0
GjhZMGRd3qve4EMA,1062312.625
eD5HkzrKSJXia1pi,3617704.25
oOizGnLKShg4jDDS,2962958.0
bIkMLQjMWPlQ5Dlq,29261010.0
ovUA0IOIK7scMkp0,6990654.5
SL6zEsYpvroTzgtj,2970264.25
bNDEW5BGfrV7iHta,908436.5625
u89sImTcX1gUzK2L,1608770.375
d4fqCXEQ29EGclNO,71471584.0
EssGcFo2KtWlmsl0,655391.25
ml6akbpDdHPSXXUg,17538680.0
DIcSy50dlALtJqwB,16490753.0
n4WHv6vhgBtgvEMU,5240130.0
s6nOoMeK4kVRJHEO,901499.8125
UaqvcG8ozVoVUDB3,14369469.0
ndPv9mW2P4HA78xe,6018807.0
Az6W8JkPtYh5UXJH,12923773.0
hsMwfire3s4eLH0L,5954098.0
c8fPnUcvIZBfTi9S,4123523.0
NpTFZVNYW515zEWp,6776225.0
suSV4oEh8PHQ7r4V,2173067.75
u5KON1C8D9gbaELI,785853.8125
LoFwTaHHvCJqABUS,16327488.0
xvKvQelvQsul9F68,2060090.875
W5W7SEZKORnCEpw4,1300046.75
wwOslfKdzrNeK8Uf,9598336.0
mroqSuY3Lhzj4qwY,54812396.0
pFy6YxiQdz4ZVJDZ,19136414.0
BBaPgeJpxSSxKmFw,71692832.0
fjDveCHUYikCpTpr,1977389.75
JaadkKkHJntuX9sa,3704977.75
xdybku2xQ2TdfsFW,7211113.5
Vao7h4C3A3idQUT1,-179190.0625
wDRyCxUAt20JpZLE,2698363.25
AZTx0afSNaVORRyU,7813436.0
y7C3fPrNf8om1ZEH,7412064.0
uny3Y2Zpr5rQ8FDG,6977225.5
YQq7hNzWHTR04U3i,3903551.25
HAVt5wqLqdfmxnD6,2724039.25
RuThUVleY2FU7PMO,3748523.5
yk94dootyOlgrSOA,4037585.75
V9OOEuLx3XbxLjEm,2429991.0
BWGjUuotv5xrEuNz,1342219.0
g2miUCthio7FY1wo,14266551.0
xvxAtlU48ZfIH6Wn,1916498.5
xUiDiVBmmjoIaAQc,2797811.25
KGDpKhRPvVQnsbo6,1993774.875
radzXNIBJLyeRqMW,3491142.0
JHGfjDBpKIBbtcLc,12015184.0
U3CTOGhoX0zAzyvV,2877097.25
jHvR7aA70jhv2u9A,7389164.5
uukMdrbYD3dLEDFV,2611963.25
tV8WTK60M2LPXdsu,5402793.5
DFQTb3PcWxveoHRL,1977771.125
O80yyv2whLJr9Sbf,3834028.0
H1nk7rylOIj6bIcX,1202455.875
flMQ3pR4C7gNcFRy,4081050.25
E2xHnsqGNESQrjue,5223998.0
RR44d9RqNj9b7Cfx,2843604.75
JIZXCnJwIGKrma7q,1756988.25
Kkn4tpFFYctg3CjE,8736537.0
Y4zoSHaAHyJHvhMt,2630849.5
iWHhO4Ij0FCMGHzc,4084603.5
PqQ3NcFHaqFMJ7Qq,1032627.1875
hlqdm4ucT6aVPcE5,2728118.0
uwcgzvoVWGQyJobr,767386.125
nvOOzFqitewpO8ow,5730775.0
cMGWDb8NFyXg0p68,1504107.75
CpCpTrA7ZVtbnmlF,4508926.0
jlXQFfMj0immv8gD,9839122.0
V688BAbOxHSm5pDG,2964385.5
llLmemK09lhRLG0o,2768050.75
nNO7wMcCHvFOXBkk,878045.5625
S6f77KW8RxwHTqIV,23497928.0
Ki6PdPgMkTCGbqGs,4056810.25
F322DVcWMPrrM7wZ,6571758.5
eFRllOra73CAMWve,2849636.5
eQW0HNygfUIemT6A,2932703.25
BGa12GEy3XNVhtHM,328431.53125
ZFMRot87EUXQ9ePX,6831022.0
NP086UG0Liswt4QA,7907208.0
AKi5ZZNfrnt8HNm1,7968768.0
dneafa68ozJUWuJT,5533310.0
rGpriHmnp2nIfWsq,55285676.0
Pc47qlbg384ae6q9,2490717.75
Wu3gYGeMAqBQsUEH,3590839.0
UKGQBZO0gVvcXpXg,5222264.0
w7oiPidYzKV1iXse,9663059.0
JyM0lnyfdVHGLd1l,57400208.0
cJ5WP711AtkbOx77,1583664.25
aBQ9W0fWLN1JO0dg,5015010.5
R72LwkKBV17n4CQO,40206932.0
gRItfWCGauE7iNer,5533357.5
KGdN81DHpFvcVTWf,19353100.0
ECstf6iCQFKuKBnB,6589123.0
XckkZBkE9D0W5Ggy,322733856.0
l0MVNNM5vh15pDud,2309405.0
Mg1gHOHeqDhlZYXw,19951510.0
lnnaFOIFIWpsfHQE,3846294.25
TArFrYzdAjPYUB8y,2640465.5
XyRwTgADdIC0eEv3,449163.84375
j2W96dJHi3Us6ktR,11194191.0
KPXQ5Lp9beowBFu2,40151000.0
A11ESOmOUlXg0NwM,3907134.0
letfpCFqIf95Y4VE,3075035.75
ZjEhNG9XsgUV772P,12421217.0
gc7xu4kFxWkbeUib,962515.1875
SlnZVXdSCxPEH3GY,25725174.0
MRz9DVAiSzmFBIzA,1120578.25
LlvuvNcVQCq8QORd,6280873.0
KgQdKeb1RwWuRdLI,4140880.5
qM1tegaWseVXQu1d,4704700.5
M3P0PFeSzW1zFFv0,1005027712.0
Kk2qN41Jvx4fQXjg,680971.6875
kAttD3aGcZcqPMzv,45929856.0
wRvYBp8WU9A7sNIS,19502970.0
